Order_ID,Customer_ID,Date,Product,Category,Quantity,Unit_Price,Discount_pct,Rating,Sales_Amount,Month,Month_Name,Customer_Name,City
234,1083,2024-08-21,Laptop,Accessories,1,50835.36,3.84,4.3,48883.28,8,August,Customer_1083,Chennai
235,1047,2024-08-22,Keyboard,Accessories,3,74178.17,6.16,3.0,208826.38,8,August,Customer_1047,Hyderabad
236,1081,2024-08-23,Monitor,Accessories,1,74655.98,21.05,2.7,58940.9,8,August,Customer_1081,Madurai
237,1097,2024-08-24,Keyboard,Accessories,7,31623.61,8.26,4.7,203080.5,8,August,Customer_1097,Bengaluru
238,1032,2024-08-25,Laptop,Electronics,3,26676.37,17.15,4.4,66304.12,8,August,Customer_1032,Bengaluru
239,1021,2024-08-26,Laptop,Accessories,2,36358.2,21.41,3.0,57147.82,8,August,Customer_1021,Hyderabad
240,1096,2024-08-27,Keyboard,Electronics,4,45650.77,1.94,3.2,179060.58,8,August,Customer_1096,Bengaluru
241,1064,2024-08-28,Phone,Accessories,3,37214.52,19.13,4.9,90286.15,8,August,Customer_1064,Madurai
242,1030,2024-08-29,Monitor,Electronics,1,52870.9,7.69,4.3,48805.13,8,August,Customer_1030,Hyderabad
243,1063,2024-08-30,Keyboard,Electronics,6,44574.72,5.42,4.0,252952.62,8,August,Customer_1063,Bengaluru
244,1052,2024-08-31,Laptop,Accessories,6,25996.89,17.22,3.3,129121.35,8,August,Customer_1052,Chennai
245,1091,2024-09-01,Laptop,Electronics,6,27985.6,22.74,3.2,129730.05,9,September,Customer_1091,Hyderabad
246,1026,2024-09-02,Laptop,Accessories,5,30598.13,7.38,2.6,141699.94,9,September,Customer_1026,Coimbatore
247,1100,2024-09-03,Laptop,Accessories,3,8023.86,14.22,4.3,20648.6,9,September,Customer_1100,Chennai
248,1094,2024-09-04,Laptop,Accessories,4,13701.98,7.25,2.6,50834.35,9,September,Customer_1094,Bengaluru
249,1019,2024-09-05,Keyboard,Accessories,4,57987.55,13.86,2.5,199801.9,9,September,Customer_1019,Madurai
250,1017,2024-09-06,Monitor,Accessories,2,31433.19,15.55,4.3,53090.66,9,September,Customer_1017,Hyderabad
251,1054,2024-09-07,Keyboard,Electronics,1,17555.85,15.26,4.9,14876.83,9,September,Customer_1054,Hyderabad
252,1005,2024-09-08,Keyboard,Electronics,2,45232.46,15.59,4.4,76361.44,9,September,Customer_1005,Hyderabad
253,1030,2024-09-09,Keyboard,Electronics,4,60565.39,3.38,3.7,234073.12,9,September,Customer_1030,Hyderabad
254,1044,2024-09-10,Phone,Accessories,2,20965.08,17.34,3.7,34659.47,9,September,Customer_1044,Bengaluru
255,1097,2024-09-11,Phone,Electronics,1,66229.8,16.87,3.6,55056.83,9,September,Customer_1097,Bengaluru
256,1100,2024-09-12,Keyboard,Electronics,6,74236.64,17.06,3.3,369431.22,9,September,Customer_1100,Chennai
257,1016,2024-09-13,Phone,Electronics,3,47992.87,1.85,3.8,141315.01,9,September,Customer_1016,Coimbatore
258,1090,2024-09-14,Laptop,Electronics,5,53681.34,11.17,3.6,238425.67,9,September,Customer_1090,Madurai
259,1010,2024-09-15,Monitor,Electronics,4,4679.79,10.23,4.0,16804.19,9,September,Customer_1010,Chennai
260,1075,2024-09-16,Keyboard,Electronics,6,75668.83,2.17,4.7,444160.9,9,September,Customer_1075,Coimbatore
261,1085,2024-09-17,Keyboard,Electronics,6,31702.54,5.56,5.0,179639.27,9,September,Customer_1085,Coimbatore
262,1090,2024-09-18,Keyboard,Electronics,3,73950.08,11.02,2.7,197402.34,9,September,Customer_1090,Madurai
263,1023,2024-09-19,Laptop,Electronics,6,46528.71,18.57,3.5,227329.97,9,September,Customer_1023,Chennai
264,1090,2024-09-20,Monitor,Electronics,3,867.19,5.93,3.0,2447.3,9,September,Customer_1090,Madurai
265,1012,2024-09-21,Keyboard,Accessories,6,3564.09,20.74,3.4,16949.39,9,September,Customer_1012,Madurai
266,1052,2024-09-22,Monitor,Electronics,3,54593.3,13.64,3.2,141440.32,9,September,Customer_1052,Chennai
267,1047,2024-09-23,Keyboard,Electronics,1,45232.11,19.01,2.9,36633.49,9,September,Customer_1047,Hyderabad
268,1032,2024-09-24,Keyboard,Electronics,6,2609.33,11.81,4.4,13807.01,9,September,Customer_1032,Bengaluru
269,1003,2024-09-25,Tablet,Accessories,1,59605.07,12.48,3.7,52166.36,9,September,Customer_1003,Coimbatore
270,1078,2024-09-26,Laptop,Accessories,6,68245.55,15.49,4.8,346045.89,9,September,Customer_1078,Bengaluru
271,1034,2024-09-27,Tablet,Accessories,1,39965.19,23.2,2.6,30693.27,9,September,Customer_1034,Hyderabad
272,1067,2024-09-28,Phone,Electronics,2,37527.72,12.3,2.7,65823.62,9,September,Customer_1067,Madurai
273,1042,2024-09-29,Laptop,Electronics,5,935.11,13.22,3.5,4057.44,9,September,Customer_1042,Coimbatore
274,1038,2024-09-30,Laptop,Electronics,7,63038.65,15.05,2.7,374859.33,9,September,Customer_1038,Madurai
275,1089,2024-10-01,Monitor,Accessories,3,26791.93,18.44,3.2,65554.49,10,October,Customer_1089,Coimbatore
276,1010,2024-10-02,Tablet,Accessories,1,70361.71,1.8,5.0,69095.2,10,October,Customer_1010,Chennai
277,1074,2024-10-03,Tablet,Accessories,2,30158.32,12.89,3.0,52541.83,10,October,Customer_1074,Chennai
278,1075,2024-10-04,Monitor,Accessories,7,45423.69,12.04,3.0,279682.74,10,October,Customer_1075,Coimbatore
279,1038,2024-10-05,Tablet,Accessories,6,21992.17,23.04,3.9,101551.04,10,October,Customer_1038,Madurai
280,1027,2024-10-06,Monitor,Accessories,1,13266.77,12.34,3.7,11629.65,10,October,Customer_1027,Hyderabad
281,1001,2024-10-07,Laptop,Accessories,3,62105.18,11.71,4.0,164497.99,10,October,Customer_1001,Chennai
282,1094,2024-10-08,Keyboard,Electronics,2,39978.94,24.05,3.4,60728.01,10,October,Customer_1094,Bengaluru
283,1095,2024-10-09,Tablet,Electronics,2,43150.79,11.26,4.6,76584.02,10,October,Customer_1095,Madurai
284,1025,2024-10-10,Laptop,Accessories,6,77250.57,4.52,2.8,442553.07,10,October,Customer_1025,Coimbatore
285,1004,2024-10-11,Keyboard,Electronics,5,77104.6,5.42,3.6,364627.65,10,October,Customer_1004,Hyderabad
286,1013,2024-10-12,Monitor,Electronics,2,68523.55,2.38,4.2,133785.38,10,October,Customer_1013,Coimbatore
287,1007,2024-10-13,Laptop,Accessories,5,15414.94,0.01,4.7,77066.99,10,October,Customer_1007,Chennai
288,1084,2024-10-14,Laptop,Electronics,3,47744.68,10.8,3.4,127764.76,10,October,Customer_1084,Madurai
289,1090,2024-10-15,Laptop,Accessories,1,70312.72,19.23,3.9,56791.58,10,October,Customer_1090,Madurai
290,1016,2024-10-16,Phone,Accessories,4,30269.88,18.34,2.7,98873.54,10,October,Customer_1016,Coimbatore
291,1075,2024-10-17,Laptop,Electronics,2,8537.94,0.8,2.9,16939.27,10,October,Customer_1075,Coimbatore
292,1018,2024-10-18,Monitor,Accessories,2,64971.55,14.25,2.7,111426.21,10,October,Customer_1018,Chennai
293,1037,2024-10-19,Tablet,Accessories,7,38800.2,3.86,4.3,261117.59,10,October,Customer_1037,Madurai
294,1060,2024-10-20,Keyboard,Accessories,5,45369.22,23.53,3.2,173469.21,10,October,Customer_1060,Coimbatore
295,1072,2024-10-21,Monitor,Electronics,1,78580.47,4.18,4.3,75295.81,10,October,Customer_1072,Chennai
296,1088,2024-10-22,Monitor,Accessories,6,48773.31,15.67,2.7,246783.19,10,October,Customer_1088,Bengaluru
297,1005,2024-10-23,Tablet,Accessories,5,34285.86,8.16,4.7,157440.67,10,October,Customer_1005,Hyderabad
298,1020,2024-10-24,Laptop,Accessories,7,29913.76,16.04,4.6,175809.15,10,October,Customer_1020,Hyderabad
299,1029,2024-10-25,Laptop,Electronics,6,33700.73,10.31,2.7,181357.11,10,October,Customer_1029,Hyderabad
300,1032,2024-10-26,Monitor,Electronics,3,9912.73,18.99,2.6,24090.91,10,October,Customer_1032,Bengaluru
301,1100,2024-10-27,Laptop,Accessories,4,63682.67,5.77,2.6,240032.72,10,October,Customer_1100,Chennai
302,1078,2024-10-28,Laptop,Electronics,4,67098.49,22.64,4.6,207629.57,10,October,Customer_1078,Bengaluru
303,1033,2024-10-29,Phone,Electronics,6,23109.57,12.51,3.1,121311.38,10,October,Customer_1033,Chennai
304,1098,2024-10-30,Keyboard,Electronics,2,24651.83,18.9,3.9,39985.27,10,October,Customer_1098,Coimbatore
305,1050,2024-10-31,Tablet,Electronics,3,70009.57,21.24,3.6,165418.61,10,October,Customer_1050,Coimbatore
306,1051,2024-11-01,Monitor,Electronics,2,2405.64,24.97,4.5,3609.9,11,November,Customer_1051,Coimbatore
307,1044,2024-11-02,Tablet,Electronics,3,41876.37,5.6,3.7,118593.88,11,November,Customer_1044,Bengaluru
308,1015,2024-11-03,Laptop,Accessories,2,37362.22,7.17,3.8,69366.7,11,November,Customer_1015,Coimbatore
309,1094,2024-11-04,Phone,Electronics,1,55365.08,6.26,5.0,51899.23,11,November,Customer_1094,Bengaluru
310,1002,2024-11-05,Laptop,Electronics,7,13489.64,6.57,2.9,88223.59,11,November,Customer_1002,Coimbatore
311,1018,2024-11-06,Monitor,Electronics,1,53632.29,14.56,4.6,45823.43,11,November,Customer_1018,Chennai
312,1023,2024-11-07,Laptop,Accessories,7,30450.35,24.84,2.6,160205.38,11,November,Customer_1023,Chennai
313,1028,2024-11-08,Phone,Electronics,1,49687.82,24.76,3.7,37385.12,11,November,Customer_1028,Madurai
314,1014,2024-11-09,Keyboard,Accessories,6,3687.55,13.17,4.7,19211.4,11,November,Customer_1014,Coimbatore
315,1002,2024-11-10,Tablet,Accessories,3,37207.31,15.98,4.2,93784.75,11,November,Customer_1002,Coimbatore
316,1068,2024-11-11,Tablet,Accessories,4,42018.95,21.5,4.2,131939.5,11,November,Customer_1068,Bengaluru
317,1097,2024-11-12,Tablet,Accessories,2,17538.95,23.32,3.2,26897.73,11,November,Customer_1097,Bengaluru
318,1013,2024-11-13,Monitor,Electronics,4,11600.08,5.1,3.5,44033.9,11,November,Customer_1013,Coimbatore
319,1030,2024-11-14,Phone,Accessories,4,15483.71,13.21,3.4,53753.25,11,November,Customer_1030,Hyderabad
320,1051,2024-11-15,Monitor,Electronics,4,27859.22,20.82,3.8,88235.72,11,November,Customer_1051,Coimbatore
321,1093,2024-11-16,Keyboard,Accessories,3,8196.41,7.58,3.7,22725.37,11,November,Customer_1093,Madurai
322,1070,2024-11-17,Tablet,Accessories,4,75811.92,11.0,3.3,269890.44,11,November,Customer_1070,Hyderabad
323,1077,2024-11-18,Tablet,Accessories,6,32697.03,24.64,3.3,147842.89,11,November,Customer_1077,Bengaluru
324,1059,2024-11-19,Laptop,Accessories,4,64813.08,24.63,3.1,195398.47,11,November,Customer_1059,Coimbatore
325,1042,2024-11-20,Phone,Electronics,3,77966.16,22.65,3.4,180920.47,11,November,Customer_1042,Coimbatore
326,1020,2024-11-21,Keyboard,Accessories,1,6918.45,19.96,2.9,5537.53,11,November,Customer_1020,Hyderabad
327,1087,2024-11-22,Tablet,Accessories,3,52307.72,6.73,4.7,146362.23,11,November,Customer_1087,Chennai
328,1081,2024-11-23,Phone,Accessories,1,69777.02,8.02,4.0,64180.9,11,November,Customer_1081,Madurai
329,1003,2024-11-24,Tablet,Electronics,2,50921.64,13.68,2.8,87911.12,11,November,Customer_1003,Coimbatore
330,1072,2024-11-25,Tablet,Accessories,7,34607.58,14.02,4.2,208289.18,11,November,Customer_1072,Chennai
331,1009,2024-11-26,Tablet,Electronics,1,34770.57,12.64,4.6,30375.57,11,November,Customer_1009,Bengaluru
332,1074,2024-11-27,Monitor,Electronics,4,3353.96,15.92,3.1,11280.04,11,November,Customer_1074,Chennai
333,1083,2024-11-28,Phone,Electronics,6,43000.76,10.21,2.9,231662.29,11,November,Customer_1083,Chennai
334,1014,2024-11-29,Monitor,Accessories,7,79486.67,18.73,2.5,452191.72,11,November,Customer_1014,Coimbatore
335,1044,2024-11-30,Tablet,Electronics,2,76717.25,8.34,2.6,140638.06,11,November,Customer_1044,Bengaluru
336,1013,2024-12-01,Keyboard,Electronics,2,3711.74,8.27,4.4,6809.56,12,December,Customer_1013,Coimbatore
337,1057,2024-12-02,Laptop,Electronics,3,56610.86,3.18,5.0,164431.9,12,December,Customer_1057,Hyderabad
338,1093,2024-12-03,Laptop,Accessories,4,24490.31,4.72,2.6,93337.47,12,December,Customer_1093,Madurai
339,1009,2024-12-04,Tablet,Electronics,7,72287.64,21.26,4.4,398435.01,12,December,Customer_1009,Bengaluru
340,1040,2024-12-05,Tablet,Accessories,2,4086.62,11.16,2.7,7261.11,12,December,Customer_1040,Coimbatore
341,1098,2024-12-06,Monitor,Accessories,2,74901.99,5.7,4.0,141265.15,12,December,Customer_1098,Coimbatore
342,1031,2024-12-07,Tablet,Accessories,2,67079.32,18.98,4.4,108695.33,12,December,Customer_1031,Hyderabad
343,1014,2024-12-08,Keyboard,Accessories,7,9841.6,13.85,3.4,59349.77,12,December,Customer_1014,Coimbatore
344,1049,2024-12-09,Tablet,Electronics,1,5256.03,0.53,2.5,5228.17,12,December,Customer_1049,Coimbatore
345,1051,2024-12-10,Laptop,Electronics,3,66859.26,7.91,4.0,184712.08,12,December,Customer_1051,Coimbatore
346,1067,2024-12-11,Laptop,Electronics,1,12882.73,4.43,5.0,12312.03,12,December,Customer_1067,Madurai
347,1032,2024-12-12,Keyboard,Accessories,2,43024.4,16.4,3.1,71936.8,12,December,Customer_1032,Bengaluru
348,1096,2024-12-13,Laptop,Accessories,7,73301.72,6.88,3.0,477809.93,12,December,Customer_1096,Bengaluru
349,1053,2024-12-14,Keyboard,Accessories,1,45612.13,1.62,2.8,44873.21,12,December,Customer_1053,Bengaluru
350,1029,2024-12-15,Phone,Electronics,3,32080.05,1.37,3.9,94921.66,12,December,Customer_1029,Hyderabad
351,1097,2024-12-16,Laptop,Electronics,7,35878.78,14.54,4.0,214634.04,12,December,Customer_1097,Bengaluru
352,1093,2024-12-17,Phone,Electronics,5,5517.82,0.54,4.5,27440.12,12,December,Customer_1093,Madurai
353,1050,2024-12-18,Monitor,Electronics,1,77515.81,21.22,4.4,61066.96,12,December,Customer_1050,Coimbatore
354,1003,2024-12-19,Tablet,Electronics,4,25197.01,3.88,4.7,96877.46,12,December,Customer_1003,Coimbatore
355,1060,2024-12-20,Monitor,Accessories,7,15554.4,15.16,4.5,92374.47,12,December,Customer_1060,Coimbatore
356,1056,2024-12-21,Monitor,Electronics,3,23240.76,11.12,3.1,61969.16,12,December,Customer_1056,Chennai
357,1015,2024-12-22,Tablet,Accessories,4,77167.67,11.07,3.9,274500.84,12,December,Customer_1015,Coimbatore
358,1064,2024-12-23,Monitor,Electronics,4,7995.74,1.79,3.2,31410.47,12,December,Customer_1064,Madurai
359,1085,2024-12-24,Keyboard,Electronics,5,69450.59,20.07,3.3,277559.28,12,December,Customer_1085,Coimbatore
360,1011,2024-12-25,Tablet,Accessories,2,56773.59,22.33,4.8,88192.09,12,December,Customer_1011,Hyderabad
361,1073,2024-12-26,Laptop,Accessories,6,66486.52,0.28,4.2,397802.15,12,December,Customer_1073,Hyderabad
362,1015,2024-12-27,Tablet,Electronics,7,78083.85,4.47,4.9,522154.51,12,December,Customer_1015,Coimbatore
363,1075,2024-12-28,Keyboard,Electronics,1,67451.3,22.6,3.5,52207.31,12,December,Customer_1075,Coimbatore
364,1042,2024-12-29,Phone,Electronics,6,75498.9,13.74,3.8,390752.11,12,December,Customer_1042,Coimbatore
365,1001,2024-12-30,Keyboard,Accessories,6,10591.35,3.75,3.7,61165.05,12,December,Customer_1001,Chennai
366,1097,2024-12-31,Tablet,Electronics,6,63765.19,5.07,2.8,363193.77,12,December,Customer_1097,Bengaluru
367,1017,2025-01-01,Monitor,Accessories,3,43881.22,16.5,3.1,109922.46,1,January,Customer_1017,Hyderabad
368,1060,2025-01-02,Phone,Electronics,4,43707.9,18.12,3.8,143152.11,1,January,Customer_1060,Coimbatore
369,1019,2025-01-03,Keyboard,Accessories,6,71964.27,14.99,2.7,367060.96,1,January,Customer_1019,Madurai
370,1094,2025-01-04,Laptop,Electronics,2,77758.4,23.83,4.8,118457.15,1,January,Customer_1094,Bengaluru
371,1074,2025-01-05,Phone,Accessories,6,56534.65,12.35,2.8,297315.72,1,January,Customer_1074,Chennai
372,1081,2025-01-06,Tablet,Accessories,7,38893.6,7.51,3.0,251808.83,1,January,Customer_1081,Madurai
373,1044,2025-01-07,Tablet,Electronics,5,36784.11,11.93,4.4,161978.83,1,January,Customer_1044,Bengaluru
374,1047,2025-01-08,Tablet,Electronics,3,31214.15,8.99,2.7,85223.99,1,January,Customer_1047,Hyderabad
375,1064,2025-01-09,Laptop,Accessories,4,29247.12,5.61,4.8,110425.43,1,January,Customer_1064,Madurai
376,1079,2025-01-10,Phone,Electronics,1,31624.79,1.15,4.3,31261.1,1,January,Customer_1079,Hyderabad
377,1085,2025-01-11,Laptop,Electronics,7,7635.38,8.81,2.7,48738.92,1,January,Customer_1085,Coimbatore
378,1002,2025-01-12,Tablet,Electronics,3,6656.17,17.79,4.2,16416.11,1,January,Customer_1002,Coimbatore
379,1067,2025-01-13,Phone,Electronics,1,62499.65,0.46,4.1,62212.15,1,January,Customer_1067,Madurai
380,1011,2025-01-14,Tablet,Electronics,6,35962.79,10.98,4.4,192084.45,1,January,Customer_1011,Hyderabad
381,1029,2025-01-15,Tablet,Electronics,5,74489.42,16.1,4.6,312483.12,1,January,Customer_1029,Hyderabad
382,1083,2025-01-16,Monitor,Electronics,5,49171.57,15.26,4.3,208339.94,1,January,Customer_1083,Chennai
383,1026,2025-01-17,Tablet,Electronics,1,3296.49,19.42,4.0,2656.31,1,January,Customer_1026,Coimbatore
384,1080,2025-01-18,Monitor,Electronics,6,13023.11,20.26,3.3,62307.77,1,January,Customer_1080,Coimbatore
385,1047,2025-01-19,Tablet,Electronics,5,16862.67,17.79,4.2,69314.01,1,January,Customer_1047,Hyderabad
386,1024,2025-01-20,Monitor,Accessories,6,78071.01,2.57,4.9,456387.51,1,January,Customer_1024,Madurai
387,1034,2025-01-21,Monitor,Electronics,6,17886.99,11.88,4.0,94572.09,1,January,Customer_1034,Hyderabad
388,1054,2025-01-22,Phone,Electronics,2,41502.58,15.09,4.2,70479.68,1,January,Customer_1054,Hyderabad
389,1077,2025-01-23,Phone,Electronics,2,74926.07,6.14,3.6,140651.22,1,January,Customer_1077,Bengaluru
390,1061,2025-01-24,Monitor,Accessories,7,78186.82,1.06,4.4,541506.28,1,January,Customer_1061,Madurai
391,1094,2025-01-25,Phone,Electronics,4,19290.65,5.59,5.0,72849.21,1,January,Customer_1094,Bengaluru
392,1087,2025-01-26,Tablet,Electronics,4,4404.85,11.37,2.9,15616.07,1,January,Customer_1087,Chennai
393,1076,2025-01-27,Laptop,Electronics,3,12711.35,10.35,3.0,34187.18,1,January,Customer_1076,Hyderabad
394,1061,2025-01-28,Tablet,Electronics,5,5534.61,4.42,3.8,26449.9,1,January,Customer_1061,Madurai
395,1029,2025-01-29,Tablet,Electronics,6,16012.38,20.61,3.7,76273.37,1,January,Customer_1029,Hyderabad
396,1042,2025-01-30,Monitor,Electronics,1,45701.29,23.14,3.9,35126.01,1,January,Customer_1042,Coimbatore
397,1012,2025-01-31,Tablet,Accessories,4,73039.68,5.03,2.6,277463.14,1,January,Customer_1012,Madurai
398,1038,2025-02-01,Phone,Accessories,7,43208.9,23.24,3.5,232170.06,2,February,Customer_1038,Madurai
399,1093,2025-02-02,Keyboard,Electronics,2,50266.17,0.45,4.0,100079.94,2,February,Customer_1093,Madurai
400,1043,2025-02-03,Tablet,Accessories,2,16548.45,23.12,4.0,25444.9,2,February,Customer_1043,Coimbatore
401,1012,2025-02-04,Keyboard,Accessories,7,64146.4,23.8,4.1,342156.9,2,February,Customer_1012,Madurai
402,1066,2025-02-05,Monitor,Electronics,1,49614.22,0.3,4.3,49465.38,2,February,Customer_1066,Bengaluru
403,1097,2025-02-06,Tablet,Electronics,3,69198.88,19.08,4.1,167987.2,2,February,Customer_1097,Bengaluru
404,1087,2025-02-07,Keyboard,Electronics,4,75933.03,24.26,4.5,230046.71,2,February,Customer_1087,Chennai
405,1028,2025-02-08,Laptop,Accessories,6,28158.11,22.65,4.1,130681.79,2,February,Customer_1028,Madurai
406,1046,2025-02-09,Keyboard,Electronics,1,7701.04,24.27,3.8,5832.0,2,February,Customer_1046,Madurai
407,1054,2025-02-10,Keyboard,Accessories,4,18461.35,13.76,4.0,63684.27,2,February,Customer_1054,Hyderabad
408,1025,2025-02-11,Tablet,Electronics,2,35308.4,1.95,2.8,69239.77,2,February,Customer_1025,Coimbatore
409,1027,2025-02-12,Monitor,Accessories,6,75682.65,21.24,3.2,357645.93,2,February,Customer_1027,Hyderabad
410,1024,2025-02-13,Tablet,Accessories,5,30575.63,15.35,3.8,129411.35,2,February,Customer_1024,Madurai
411,1100,2025-02-14,Phone,Electronics,4,61776.47,15.37,4.7,209125.71,2,February,Customer_1100,Chennai
412,1075,2025-02-15,Monitor,Electronics,3,43467.9,10.43,4.2,116802.59,2,February,Customer_1075,Coimbatore
413,1085,2025-02-16,Phone,Accessories,2,15033.3,14.3,2.7,25767.08,2,February,Customer_1085,Coimbatore
414,1082,2025-02-17,Phone,Electronics,7,25998.36,3.84,4.0,175000.16,2,February,Customer_1082,Hyderabad
415,1096,2025-02-18,Tablet,Electronics,5,52428.75,18.49,3.1,213673.37,2,February,Customer_1096,Bengaluru
416,1011,2025-02-19,Keyboard,Accessories,3,53991.84,1.88,4.3,158930.38,2,February,Customer_1011,Hyderabad
417,1089,2025-02-20,Phone,Electronics,3,35063.4,18.24,4.6,86003.51,2,February,Customer_1089,Coimbatore
418,1007,2025-02-21,Tablet,Electronics,6,18677.33,21.22,4.0,88284.0,2,February,Customer_1007,Chennai
419,1048,2025-02-22,Laptop,Electronics,6,57891.59,11.81,4.0,306327.56,2,February,Customer_1048,Madurai
420,1060,2025-02-23,Laptop,Electronics,4,13925.41,12.75,3.3,48599.68,2,February,Customer_1060,Coimbatore
421,1036,2025-02-24,Laptop,Accessories,3,74965.24,7.81,3.6,207331.36,2,February,Customer_1036,Chennai
422,1015,2025-02-25,Laptop,Accessories,5,15438.33,24.24,4.7,58480.39,2,February,Customer_1015,Coimbatore
423,1020,2025-02-26,Keyboard,Electronics,5,9031.33,18.33,4.3,36879.44,2,February,Customer_1020,Hyderabad
424,1083,2025-02-27,Keyboard,Electronics,5,40062.99,9.22,3.8,181845.91,2,February,Customer_1083,Chennai
425,1032,2025-02-28,Keyboard,Accessories,1,41804.19,4.37,3.4,39977.35,2,February,Customer_1032,Bengaluru
426,1032,2025-03-01,Laptop,Electronics,4,40901.34,5.49,2.6,154623.43,3,March,Customer_1032,Bengaluru
427,1093,2025-03-02,Laptop,Electronics,5,35215.07,11.6,2.9,155650.61,3,March,Customer_1093,Madurai
428,1015,2025-03-03,Phone,Electronics,7,79587.78,23.56,3.0,425858.29,3,March,Customer_1015,Coimbatore
429,1092,2025-03-04,Tablet,Electronics,4,39159.31,18.35,3.4,127894.31,3,March,Customer_1092,Madurai
430,1093,2025-03-05,Phone,Accessories,3,38496.75,5.38,4.9,109276.87,3,March,Customer_1093,Madurai
431,1060,2025-03-06,Tablet,Electronics,4,34030.4,21.49,3.8,106869.07,3,March,Customer_1060,Coimbatore
432,1017,2025-03-07,Laptop,Electronics,2,5812.65,9.46,3.1,10525.55,3,March,Customer_1017,Hyderabad
433,1016,2025-03-08,Monitor,Accessories,1,47640.05,21.29,2.8,37497.48,3,March,Customer_1016,Coimbatore
434,1029,2025-03-09,Phone,Electronics,5,18623.44,6.04,3.3,87492.92,3,March,Customer_1029,Hyderabad
435,1058,2025-03-10,Laptop,Accessories,7,51189.91,15.47,4.5,302895.82,3,March,Customer_1058,Chennai
436,1016,2025-03-11,Monitor,Electronics,6,4541.26,23.17,3.5,20934.3,3,March,Customer_1016,Coimbatore
437,1046,2025-03-12,Keyboard,Electronics,5,78520.27,6.45,4.4,367278.56,3,March,Customer_1046,Madurai
438,1012,2025-03-13,Laptop,Electronics,1,37785.9,17.32,4.5,31241.38,3,March,Customer_1012,Madurai
439,1055,2025-03-14,Tablet,Accessories,7,71792.05,24.68,2.8,378516.4,3,March,Customer_1055,Hyderabad
440,1003,2025-03-15,Keyboard,Accessories,4,38307.11,3.76,4.0,147467.05,3,March,Customer_1003,Coimbatore
441,1071,2025-03-16,Monitor,Electronics,3,5296.3,2.21,4.9,15537.76,3,March,Customer_1071,Coimbatore
442,1006,2025-03-17,Keyboard,Electronics,7,65865.98,16.85,3.5,383372.94,3,March,Customer_1006,Madurai
443,1020,2025-03-18,Tablet,Electronics,6,52030.61,8.49,2.6,285679.27,3,March,Customer_1020,Hyderabad
444,1018,2025-03-19,Phone,Accessories,6,62649.69,1.78,4.8,369207.15,3,March,Customer_1018,Chennai
445,1084,2025-03-20,Monitor,Electronics,2,34539.5,11.88,4.7,60872.41,3,March,Customer_1084,Madurai
446,1006,2025-03-21,Laptop,Accessories,7,51215.97,18.84,3.8,290968.17,3,March,Customer_1006,Madurai
447,1043,2025-03-22,Phone,Accessories,4,68570.21,7.13,3.9,254724.62,3,March,Customer_1043,Coimbatore
448,1060,2025-03-23,Monitor,Accessories,4,50669.7,8.38,3.0,185694.32,3,March,Customer_1060,Coimbatore
449,1052,2025-03-24,Monitor,Electronics,6,28140.05,21.14,4.5,133147.46,3,March,Customer_1052,Chennai
450,1069,2025-03-25,Laptop,Electronics,5,53171.1,13.0,3.7,231294.28,3,March,Customer_1069,Chennai
451,1081,2025-03-26,Tablet,Electronics,2,53912.41,21.07,2.6,85106.13,3,March,Customer_1081,Madurai
452,1040,2025-03-27,Phone,Accessories,3,76866.66,11.16,4.2,204865.02,3,March,Customer_1040,Coimbatore
453,1083,2025-03-28,Tablet,Accessories,3,29987.53,23.82,4.9,68533.5,3,March,Customer_1083,Chennai
454,1032,2025-03-29,Keyboard,Accessories,7,34294.0,16.27,4.6,201000.56,3,March,Customer_1032,Bengaluru
455,1099,2025-03-30,Laptop,Electronics,6,65063.78,2.9,3.2,379061.58,3,March,Customer_1099,Coimbatore
456,1051,2025-03-31,Keyboard,Electronics,3,40708.1,22.13,2.6,95098.19,3,March,Customer_1051,Coimbatore
457,1074,2025-04-01,Tablet,Accessories,6,59057.56,12.23,4.9,311008.92,4,April,Customer_1074,Chennai
458,1088,2025-04-02,Monitor,Accessories,6,37046.9,3.54,4.8,214412.64,4,April,Customer_1088,Bengaluru
459,1080,2025-04-03,Tablet,Accessories,3,17631.86,3.82,3.8,50874.97,4,April,Customer_1080,Coimbatore
460,1086,2025-04-04,Phone,Accessories,3,59743.71,17.19,4.1,148421.3,4,April,Customer_1086,Coimbatore
461,1054,2025-04-05,Monitor,Electronics,7,10926.84,1.18,3.7,75585.32,4,April,Customer_1054,Hyderabad
462,1005,2025-04-06,Monitor,Electronics,4,16287.4,7.16,3.5,60484.89,4,April,Customer_1005,Hyderabad
463,1050,2025-04-07,Laptop,Electronics,2,50332.59,3.49,2.8,97151.97,4,April,Customer_1050,Coimbatore
464,1019,2025-04-08,Monitor,Accessories,6,59907.95,11.03,2.7,319800.62,4,April,Customer_1019,Madurai
465,1089,2025-04-09,Monitor,Accessories,5,71627.69,10.36,3.1,321035.31,4,April,Customer_1089,Coimbatore
466,1024,2025-04-10,Phone,Electronics,4,22170.63,13.05,4.6,77109.45,4,April,Customer_1024,Madurai
467,1023,2025-04-11,Keyboard,Accessories,6,9302.58,6.99,2.9,51913.98,4,April,Customer_1023,Chennai
